name,url,city,type,established,beverage_count
 Protagonist,https://www.ratebeer.com/brewers/protagonist/42471/,charlotte,Microbrewery,2020,   17
 Quick Trigger Brewing Company,https://www.ratebeer.com/brewers/quick-trigger-brewing-company/38030/,Ahoskie,Microbrewery,2018,   8
 R & R Brewing,https://www.ratebeer.com/brewers/r-r-brewing/38031/,Mt Olive,Commercial Brewery,2018,   8
 R&D,https://www.ratebeer.com/brewers/rd/39351/,Raleigh,Commercial Brewery,2019,   10
 Radar Brewing Company,https://www.ratebeer.com/brewers/radar-brewing-company/42242/,Winston-Salem,Brewpub/Brewery,2020,   17
 Railhouse Brewery,https://www.ratebeer.com/brewers/railhouse-brewery/14289/,Aberdeen,Microbrewery,2009,   14
 Raleigh Brewing Company,https://www.ratebeer.com/brewers/raleigh-brewing-company/16292/,Raleigh,Microbrewery,2013,   61
 Red Buffalo Brewing Co.,https://www.ratebeer.com/brewers/red-buffalo-brewing-co/38032/,Statesville,Microbrewery,2018,   5
 Red Hill Brewing Company,https://www.ratebeer.com/brewers/red-hill-brewing-company/30297/,Concord,Microbrewery,2017,   18
 Red Moose,https://www.ratebeer.com/brewers/red-moose/49778/,Pittsboro,Microbrewery,2022,   6
 Red Oak Brewery,https://www.ratebeer.com/brewers/red-oak-brewery/3190/,Whitsett,Microbrewery,2002,   13
 Regulator Brewing Company,https://www.ratebeer.com/brewers/regulator-brewing-company/28115/,Hillsborough,Microbrewery,2016,   18
 Resident Culture Brewing Company,https://www.ratebeer.com/brewers/resident-culture-brewing-company/32485/,Charlotte,Microbrewery,2017,   193
 Riverbend Malt House,https://www.ratebeer.com/brewers/riverbend-malt-house/14130/,Asheville,Client Brewer,2012,   1
 Riverside Rhapsody Beer Company,https://www.ratebeer.com/brewers/riverside-rhapsody-beer-company/43647/,Woodfin,Microbrewery,2019,   4
 Royal Bliss Brewing Co.,https://www.ratebeer.com/brewers/royal-bliss-brewing-co/45551/,Denver,Microbrewery,2021,   9
 Running Brewing Company,https://www.ratebeer.com/brewers/running-brewing-company/26987/,Raleigh,Microbrewery,2016,   1
 Salty Turtle Beer Company,https://www.ratebeer.com/brewers/salty-turtle-beer-company/38017/,Surf City,Microbrewery,2018,   22
 Salud Cerveceria,https://www.ratebeer.com/brewers/salud-cerveceria/27055/,Charlotte,Microbrewery,2016,   111
 Sanctuary Brewing Company,https://www.ratebeer.com/brewers/sanctuary-brewing-company/29972/,Hendersonville,Brewpub,2017,   38
 Sapphire Mountain Brewing Company,https://www.ratebeer.com/brewers/sapphire-mountain-brewing-company/10390/,Sapphire,Client Brewer,2009,   6
 Satulah Mountain Brewing Company,https://www.ratebeer.com/brewers/satulah-mountain-brewing-company/23415/,Highlands,Microbrewery,2015,   18
 Seaboard Brewery,https://www.ratebeer.com/brewers/seaboard-brewery/34481/,Matthews,Brewpub,2018,   15
 Sheppard Brewing Lab at North Carolina State University,https://www.ratebeer.com/brewers/sheppard-brewing-lab-at-north-carolina-state-university/38029/,Raleigh,Commercial Brewery,2018,   9
 Shortway Brewing Company,https://www.ratebeer.com/brewers/shortway-brewing-company/38027/,Newport,Microbrewery,2018,   14
 Sidetracked Brewery,https://www.ratebeer.com/brewers/sidetracked-brewery/36876/,Morganton,Microbrewery,2018,   19
 Sideways Farm & Brewery,https://www.ratebeer.com/brewers/sideways-farm-brewery/38026/,Etowah,Microbrewery,2018,   28
 Skull Camp Brewing,https://www.ratebeer.com/brewers/skull-camp-brewing/17876/,Mount Airy,Microbrewery,2013,   90
 Skytown Beer Company,https://www.ratebeer.com/brewers/skytown-beer-company/38021/,Wilmington,Microbrewery,2018,   10
 Slammin' Sam Beer Company,https://www.ratebeer.com/brewers/slammin-sam-beer-company/14804/,Pinehurst,Client Brewer,2012,   1
 Small Batch Beer Company,https://www.ratebeer.com/brewers/small-batch-beer-company/17620/,Winston-Salem,Brewpub/Brewery,2013,   129
 SouthEnd Brewing Co,https://www.ratebeer.com/brewers/southend-brewing-co/41627/,Greensboro,Microbrewery,2019,   24
 Southern Appalachian Brewery,https://www.ratebeer.com/brewers/southern-appalachian-brewery/5320/,Hendersonville,Microbrewery,2003,   26
 Southern Peak Brewery,https://www.ratebeer.com/brewers/southern-peak-brewery/27060/,Apex,Brewpub/Brewery,2016,   24
 Southern Pines Brewing Company,https://www.ratebeer.com/brewers/southern-pines-brewing-company/20316/,Southern Pines,Microbrewery,2014,   94
 Southern Range Brewing Company,https://www.ratebeer.com/brewers/southern-range-brewing-company/28639/,Monroe,Microbrewery,2016,   31
 Southern Strain,https://www.ratebeer.com/brewers/southern-strain/42462/,Concord,Brewpub,2020,   10
 Spaceway Brewery,https://www.ratebeer.com/brewers/spaceway-brewery/45515/,Rocky Mount,Microbrewery,2021,   2
 Starpoint Brewing,https://www.ratebeer.com/brewers/starpoint-brewing/15010/,Carrboro,Microbrewery,2012,   31
 Steel String Craft Brewery,https://www.ratebeer.com/brewers/steel-string-craft-brewery/16599/,Carrboro,Brewpub/Brewery,2013,   64
 Stryker Brewing Company,https://www.ratebeer.com/brewers/stryker-brewing-company/36264/,Charlotte,Contract Brewer,2018,   6
 Suffolk Punch Brewing,https://www.ratebeer.com/brewers/suffolk-punch-brewing/33083/,Charlotte,Brewpub/Brewery,2017,   63
 Sugar Creek Brewing Company,https://www.ratebeer.com/brewers/sugar-creek-brewing-company/20865/,Charlotte,Microbrewery,2014,   40
 Sunstead Brewing,https://www.ratebeer.com/brewers/sunstead-brewing/42467/,Charlotte,Microbrewery,2020,   1
 Sweet Union Brewing Company,https://www.ratebeer.com/brewers/sweet-union-brewing-company/31038/,Indian Trail,Microbrewery,2017,   44
 Sweeten Creek Brewing,https://www.ratebeer.com/brewers/sweeten-creek-brewing/25446/,Asheville ,Microbrewery,2015,   24
 Swells'a Brewing Company,https://www.ratebeer.com/brewers/swells39a-brewing-company/49353/,Kill Devil Hills,Microbrewery,2022,   18
 Sycamore Brewing,https://www.ratebeer.com/brewers/sycamore-brewing/21245/,Charlotte,Microbrewery,2014,   158
 Tarboro Brewing Company,https://www.ratebeer.com/brewers/tarboro-brewing-company/29946/,Tarboro,Microbrewery,2016,   16
 The DreamChaser's Brewery,https://www.ratebeer.com/brewers/the-dreamchasers-brewery/27496/,Waxhaw,Microbrewery,2016,   40
 The Duck-Rabbit Craft Brewery,https://www.ratebeer.com/brewers/the-duck-rabbit-craft-brewery/5175/,Farmville,Microbrewery,2004,   55
 The Glass Jug Beer Lab,https://www.ratebeer.com/brewers/the-glass-jug-beer-lab/36429/,Durham,Microbrewery,2018,   44
 The Levee Brewery & Pub,https://www.ratebeer.com/brewers/the-levee-brewery-pub/38025/,Valdese,Microbrewery,2018,   7
 The Mash House Restaurant & Brewery,https://www.ratebeer.com/brewers/the-mash-house-restaurant-brewery/635/,Fayetteville,Brewpub,2000,   39
 The Mason Jar Lager Company,https://www.ratebeer.com/brewers/the-mason-jar-lager-company/32882/,Fuquay Varina,Microbrewery,2017,   28
 The New Village Brewery & Taproom,https://www.ratebeer.com/brewers/the-new-village-brewery-taproom/38022/,Oriental,Microbrewery,2018,   3
 The Olde Mecklenburg Brewery,https://www.ratebeer.com/brewers/the-olde-mecklenburg-brewery/10182/,Charlotte,Microbrewery,2009,   33
 The Unknown Brewing Company,https://www.ratebeer.com/brewers/the-unknown-brewing-company/18424/,Charlotte,Microbrewery,2013,   59
 Thirsty Monk Brewery & Pub,https://www.ratebeer.com/brewers/thirsty-monk-brewery-pub/14160/,Asheville,Brewpub/Brewery,2012,   69
 Thirsty Skull Brewing,https://www.ratebeer.com/brewers/thirsty-skull-brewing/50309/,Siler City,Commercial Brewery,2022,   5
 Thirsty Souls Community Brewing,https://www.ratebeer.com/brewers/thirsty-souls-community-brewing/34362/,Mount Airy,Brewpub/Brewery,2018,   44
 Toasty Kettlyst,https://www.ratebeer.com/brewers/toasty-kettlyst/46526/,Gibsonville,Commercial Brewery,2021,   1
 Tobacco Road Sports Cafe,https://www.ratebeer.com/brewers/tobacco-road-sports-cafe/32136/,Raleigh,Brewpub,2017,   16
 Tobacco Wood Brewing Company,https://www.ratebeer.com/brewers/tobacco-wood-brewing-company/39693/,Oxford,Brewpub,2019,   7
 Top of the Hill Brewery,https://www.ratebeer.com/brewers/top-of-the-hill-brewery/3440/,Chapel Hill,Brewpub,2003,   39
 Town Brewing,https://www.ratebeer.com/brewers/town-brewing/37606/,Charlotte,Microbrewery,2018,   26
 Triangle Beer Company,https://www.ratebeer.com/brewers/triangle-beer-company/47562/,Cary,Brewpub,2021,   4
 Triple C Brewing Company,https://www.ratebeer.com/brewers/triple-c-brewing-company/15373/,Charlotte,Microbrewery,2012,   83
 Trollingwood Taproom and Brewery,https://www.ratebeer.com/brewers/trollingwood-taproom-and-brewery/28669/,Greenville,Microbrewery,2016,   31
 Trophy Brewing Company,https://www.ratebeer.com/brewers/trophy-brewing-company/16191/,Raleigh ,Brewpub,2013,   223
 Turgua Brewing,https://www.ratebeer.com/brewers/turgua-brewing/38020/,Fairview,Microbrewery,2018,   19
 Twenty-Six Acres Brewing Company,https://www.ratebeer.com/brewers/twenty-six-acres-brewing-company/29112/,Concord,Microbrewery,2016,   33
 Twin Leaf Brewery,https://www.ratebeer.com/brewers/twin-leaf-brewery/19018/,Asheville,Microbrewery,2014,   137
 TwoBoros Brewery,https://www.ratebeer.com/brewers/twoboros-brewery/43730/,Wilkesboro,Brewpub,2020,   7
 Upcountry Brewing,https://www.ratebeer.com/brewers/upcountry-brewing/29875/,Asheville,Brewpub/Brewery,2017,   50
 Uptown Brewing Company,https://www.ratebeer.com/brewers/uptown-brewing-company/36965/,Greenville,Microbrewery,2018,   10
 Valley River Brewery & Eatery,https://www.ratebeer.com/brewers/valley-river-brewery-eatery/30879/,Murphy,Brewpub,2017,   19
 Vaulted Oak Brewing,https://www.ratebeer.com/brewers/vaulted-oak-brewing/49360/,Charlotte ,Microbrewery,2022,   1
 Vecino Brewing Company,https://www.ratebeer.com/brewers/vecino-brewing-company/35279/,Carrboro,Microbrewery,2018,   18
 Vicious Fishes Brewery,https://www.ratebeer.com/brewers/vicious-fishes-brewery/30849/,Angier,Microbrewery,2017,   9
 Waterline Brewing Company,https://www.ratebeer.com/brewers/waterline-brewing-company/25312/,Wilmington,Microbrewery,2015,   17
 Waterman's Brewing,https://www.ratebeer.com/brewers/waterman39s-brewing/36402/,Wilmington,Microbrewery,2018,   13
 Wedge Brewing Company,https://www.ratebeer.com/brewers/wedge-brewing-company/9622/,Asheville,Microbrewery,2008,   64
 Weeping Radish Farm Brewery,https://www.ratebeer.com/brewers/weeping-radish-farm-brewery/381/,Grandy,Microbrewery,2000,   34
 Westbend Vineyards & Brewery,https://www.ratebeer.com/brewers/westbend-vineyards-brewery/17142/,Lewisville,Microbrewery,2013,   15
 Whaley Farm Brewery,https://www.ratebeer.com/brewers/whaley-farm-brewery/49957/,Old Fort,Brewpub/Brewery,2022,   10
 Whistle Hop Brewing Company,https://www.ratebeer.com/brewers/whistle-hop-brewing-company/38019/,Fairview,Microbrewery,2018,   39
 White Elephant Beer Company,https://www.ratebeer.com/brewers/white-elephant-beer-company/35235/,Mt Airy,Brewpub/Brewery,2018,   26
 White Labs Kitchen & Tap,https://www.ratebeer.com/brewers/white-labs-kitchen-tap/35452/,Asheville,Brewpub,2018,   13
 White Street Brewing Company,https://www.ratebeer.com/brewers/white-street-brewing-company/15333/,Wake Forest,Microbrewery,2012,   61
 Whiteside Brewing,https://www.ratebeer.com/brewers/whiteside-brewing/38018/,Cashiers,Microbrewery,2018,   16
 Wicked Weed Brewing (AB InBev),https://www.ratebeer.com/brewers/wicked-weed-brewing-ab-inbev/15842/,Asheville,Brewpub,2012,   528
 Wilmington Brewing Company,https://www.ratebeer.com/brewers/wilmington-brewing-company/22843/,Wilmington,Microbrewery,2015,   87
 Wise Man Brewing,https://www.ratebeer.com/brewers/wise-man-brewing/30121/,Winston-Salem,Microbrewery,2017,   103
 Wooden Robot Brewery,https://www.ratebeer.com/brewers/wooden-robot-brewery/23461/,Charlotte,Microbrewery,2015,   178
 Wrightsville Beach Brewery,https://www.ratebeer.com/brewers/wrightsville-beach-brewery/32717/,Wilmington,Brewpub/Brewery,2017,   18
 Wye Hill Kitchen & Brewing,https://www.ratebeer.com/brewers/wye-hill-kitchen-brewing/45160/,Raleigh,Brewpub/Brewery,2021,   18
 Yellow Sun Brewing Company,https://www.ratebeer.com/brewers/yellow-sun-brewing-company/31563/,Rutherfordton,Microbrewery,2017,   6
 Zebulon Artisan Ales,https://www.ratebeer.com/brewers/zebulon-artisan-ales/26278/,Weaverville,Microbrewery,2016,   109
 Zillicoah Beer Company,https://www.ratebeer.com/brewers/zillicoah-beer-company/35466/,Woodfin,Microbrewery,2018,   66
